1	0.02117102789796061
2	0.014977864170860913
3	0.018648867754058704
4	0.017874250033249457
5	0.016645915806293488
6	0.013340597765313255
7	0.009835179843422439
8	0.009185994871788554
9	0.015280632664346032
10	0.009165092811195387
11	0.013192756101489067
12	0.01238211135690411
13	0.012958218033115068
14	0.012829543505277898
15	0.015164091044829952
16	0.015445150072789855
17	0.01076512575511717
18	0.01280041654697723
19	0.015499270521104336
20	0.010534074286826782
21	0.010784426600568824
22	0.011604933119896386
23	0.013669723166256316
24	0.01283268216583464
25	0.01660874542883701
26	0.011936485405183501
27	0.017526468055115804
28	0.013981336313817237
29	0.010598010435286496
30	0.011658686420155896
31	0.009420866560604837
32	0.015120803223301968
33	0.014131940332137875
34	0.009437038123400675
35	0.015102860310839282
36	0.011825991794466972
37	0.013823683580590619
38	0.011655179938922325
39	0.011889013151327768
40	0.010396117085797919
41	0.01263360172096226
42	0.013021810083753534
43	0.00978741142898798
44	0.012029809463355277
45	0.010559286973956559
46	0.009169330768701103
47	0.010740689674599303
48	0.010339880103452338
49	0.01115831135151287
50	0.012920053484877927
