1	0.06322793910900752
2	0.05426313728094101
3	0.044117659537328616
4	0.03516215272247791
5	0.02507531601521704
6	0.030054558689395588
7	0.02083368744287226
8	0.021074589031438034
9	0.01587183628645208
10	0.011539603091983331
11	0.01066887616697285
12	0.010120961659898361
13	0.01438856761281689
14	0.018550302729838423
15	0.018175381132298045
16	0.011492573449181186
17	0.014319690358307626
18	0.01055221352726221
19	0.010798746719956398
20	0.012994363127897183
21	0.015005761395312019
22	0.010475222383522324
23	0.011495579034090042
24	0.014782757653544346
25	0.010408504866063595
26	0.010958873201161623
27	0.011377710435125563
28	0.01624072425895267
29	0.012117442054053148
30	0.010233295460542044
31	0.011989092092133231
32	0.012182233079026142
33	0.008949168129927583
34	0.009697660700314574
35	0.013497542693383165
36	0.014757939407394992
37	0.010805407125088904
38	0.011107257256905237
39	0.009490679629379883
40	0.013992421535982026
41	0.014820567539168729
42	0.010246450702349344
43	0.008586448669019673
44	0.010666424149854315
45	0.011967373597953055
46	0.013420942912085189
47	0.013380880157152811
48	0.011456534628652863
49	0.008530689662115442
50	0.013295031825287474
